job_id,job_title,job_url,scrape_date,company_name,location,posting_date
12273574,Informatiker*in (w/m/d) als Sachgebietsleitung,/stellenangebote--Informatikerin-w-m-d-als-Sachgebietsleitung-Norderstedt-Stadt-Norderstedt--12273574-inline.html,2025-03-28T23:20:00.354274,Stadt Norderstedt,Norderstedt,vor 3 Tagen
12146291,Senior Product Manager (m/w/d) Digital,/stellenangebote--Senior-Product-Manager-m-w-d-Digital-Hamburg-Hermes-Germany-GmbH--12146291-inline.html,2025-03-28T23:20:00.354375,Hermes Germany GmbH,Hamburg,vor 2 Tagen
12207246,"Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (m/w/d) Fakultät für Maschinenbau und Bauingenieurwesen, Professur für Computational Materials Design",/stellenangebote--Wissenschaftliche-Mitarbeiterin-Wissenschaftlicher-Mitarbeiter-m-w-d-Fakultaet-fuer-Maschinenbau-und-Bauingenieurwesen-Professur-fuer-Computational-Materials-Design-Hamburg-Helmut-Schmidt-Universitaet--12207246-inline.html,2025-03-28T23:20:00.354502,Helmut-Schmidt-Universität,Hamburg,vor 2 Tagen
12185029,Head of AI Transformation (m/f/d),/stellenangebote--Head-of-AI-Transformation-m-f-d-Hamburg-Norderstedt-tesa-SE--12185029-inline.html,2025-03-28T23:20:00.354595,tesa SE,"Hamburg, Norderstedt",vor 1 Woche
12204073,Head of Data Analytics (f/m/d),/stellenangebote--Head-of-Data-Analytics-f-m-d-Hamburg-Bauer-Media-Group--12204073-inline.html,2025-03-28T23:20:00.354702,Bauer Media Group,Hamburg,vor 3 Tagen
12294443,Data Engineer at eagle lsp GmbH in Hamburg,/stellenangebote--Data-Engineer-at-eagle-lsp-GmbH-in-Hamburg-Hamburg-Deutschland-Eagle-LSP-Rechtsanwaltsgesellschaft-mbH--12294443-inline.html,2025-03-28T23:20:00.354809,Eagle LSP Rechtsanwaltsgesellschaft mbH,"Hamburg, Deutschland",vor 19 Stunden
12271494,"Consultant (w/m/d) Energy, Environment & Telecommunication",/stellenangebote--Consultant-w-m-d-Energy-Environment-Telecommunication-Berlin-Duesseldorf-Frankfurt-Hamburg-Muenchen-Stuttgart-Horvaeth--12271494-inline.html,2025-03-28T23:20:00.354914,Horváth,"Berlin, Düsseldorf, Frankfurt, Hamburg, München, Stuttgart",vor 15 Stunden
12272335,Data Analyst Fleet / Datenanalyst Flotte (m/w/d),/stellenangebote--Data-Analyst-Fleet-Datenanalyst-Flotte-m-w-d-Hamburg-STARCAR-Autovermietung--12272335-inline.html,2025-03-28T23:20:00.355017,STARCAR Autovermietung,Hamburg,vor 3 Tagen
12215579,Big Data Engineer Scala (m/w/d),/stellenangebote--Big-Data-Engineer-Scala-m-w-d-Frankfrt-am-Main-Koeln-Stuttgart-Muenchen-Berlin-Dresden-Hamburg-Saarbruecken-Wien-INFOMOTION-GmbH--12215579-inline.html,2025-03-28T23:20:00.355118,INFOMOTION GmbH,"Frankfrt am Main, Köln, Stuttgart, München, Berlin, Dresden, Hamburg, Saarbrücken, Wien",vor 1 Tag
11114339,"Consultant Deal Advisory - Power, Energy & Utilities (w/m/d)",/stellenangebote--Consultant-Deal-Advisory-Power-Energy-Utilities-w-m-d-Hamburg-Duesseldorf-Nuernberg-BDO-AG-Wirtschaftspruefungsgesellschaft--11114339-inline.html,2025-03-28T23:20:00.355229,BDO AG Wirtschaftsprüfungsgesellschaft,"Hamburg, Düsseldorf, Nürnberg",vor 1 Tag
